"carat","cut","color","clarity","depth","table","price","x","y","z"
1.09,"Ideal","H","SI1",62.4,55,4784,6.59,6.68,4.14
0.7,"Ideal","F","SI1",61,56,2840,5.75,5.8,3.52
0.43,"Premium","F","SI2",60.2,60,871,4.91,4.85,2.94
0.42,"Ideal","D","VS1",61.4,55,1075,4.9,4.8,2.98
1.5,"Premium","J","SI1",61.7,59,7258,7.36,7.32,4.53
0.31,"Ideal","D","VVS2",61.2,56,804,4.35,4.37,2.67
1.01,"Ideal","F","SI2",60.4,59,5020,6.48,6.51,3.92
1.25,"Premium","J","SI2",62.3,59,4410,6.86,6.82,4.26
1.01,"Ideal","E","SI1",62,57,5235,6.38,6.45,3.98
1.19,"Ideal","I","SI1",62.3,57,4998,6.78,6.73,4.21
1.04,"Ideal","H","SI1",61.9,57,4515,6.49,6.46,4.01
1.03,"Ideal","F","VS1",59,55,7752,6.67,6.62,3.92
1.14,"Very Good","F","SI2",62.9,59,4652,6.62,6.64,4.17
1,"Premium","F","SI1",62.7,59,5197,6.36,6.4,4
0.31,"Good","I","SI1",63.8,55,408,4.31,4.34,2.76
1.4,"Premium","J","SI1",62.9,59,4939,7.16,7.07,4.48
1.5,"Good","E","SI2",63.5,59,9281,7.25,7.28,4.61
0.52,"Very Good","G","SI1",63.5,58,1170,5.14,5.1,3.25
0.31,"Premium","I","VS2",60.8,58,558,4.37,4.34,2.65
0.41,"Very Good","F","SI1",62.8,57,755,4.69,4.73,2.96
1,"Premium","G","VS2",60,59,5967,6.52,6.47,3.9
2.14,"Premium","I","SI1",59.5,59,15499,8.42,8.36,4.99
0.91,"Fair","H","SI1",64.8,57,3180,6.12,6.07,3.95
1.24,"Premium","H","VS2",62.8,57,5305,6.83,6.79,4.28
1.51,"Premium","I","VS2",59.9,60,10010,7.42,7.36,4.43
1.07,"Ideal","F","SI1",62.3,56,6200,6.51,6.53,4.06
2.8,"Good","G","SI2",63.8,58,18788,8.9,8.85,0
0.35,"Fair","F","VVS1",54.6,59,1011,4.85,4.79,2.63
0.93,"Premium","D","SI1",60.8,59,4448,6.27,6.24,3.8
1.71,"Premium","G","SI2",60.9,58,11248,7.68,7.72,4.69
0.9,"Good","E","IF",63.6,56,6804,6.11,6.02,3.86
1,"Good","G","SI1",63.9,60,4737,6.22,6.27,3.99
0.3,"Premium","I","SI1",61.4,58,506,4.33,4.3,2.65
0.7,"Premium","E","SI2",60.4,59,2475,5.75,5.7,3.46
1,"Good","E","VVS1",64.1,62,7084,6.29,6.26,4.02
1.13,"Ideal","F","VVS1",61.7,56,11051,6.68,6.75,4.14
2.04,"Ideal","J","SI1",59.1,59,12554,8.29,8.24,4.88
1.6,"Ideal","G","VS1",62,57,9856,7.47,7.43,4.62
0.44,"Premium","E","SI2",59.7,61,1028,4.97,4.91,2.95
1.02,"Ideal","I","SI2",60.7,57,3856,6.57,6.54,3.98
0.5,"Very Good","E","SI2",63,57,1077,5.04,5.09,3.19
0.36,"Ideal","H","IF",60.6,56,980,4.64,4.66,2.82
0.72,"Ideal","E","VVS2",62,56,3874,5.74,5.77,3.57
0.27,"Very Good","E","VS2",63,57,470,4.12,4.16,2.61
0.38,"Premium","J","SI1",61.3,59,658,4.68,4.62,2.85
0.81,"Premium","H","VS2",58,59,2795,6.17,6.13,3.57
1.52,"Good","G","SI2",63,61,8280,7.25,7.28,4.58
0.37,"Good","I","VS2",64,56,473,4.58,4.45,2.89
0.5,"Good","D","SI1",57.2,60,1190,5.25,5.2,2.99
0.26,"Good","D","VVS1",64.3,55,532,4.05,4.1,2.62
0.34,"Very Good","E","VVS1",61.7,58,1014,4.43,4.48,2.75
0.5,"Good","E","SI1",61.8,62,1259,5.05,5.08,3.13
2.01,"Very Good","H","SI1",63.5,57,14725,7.96,7.88,5.03
0.71,"Premium","G","VS1",62.2,59,2825,5.73,5.66,3.54
1,"Fair","D","SI2",65,56,3965,6.27,6.23,4.06
1.71,"Ideal","I","VS2",60.5,56,11455,7.71,7.73,4.67
0.7,"Ideal","J","VVS2",62.7,56,1790,5.67,5.71,3.57
0.34,"Premium","E","VS2",62.6,58,956,4.45,4.43,2.78
0.34,"Ideal","E","VS1",62.2,55,1033,4.52,4.49,2.8
0.7,"Fair","E","SI1",64.4,53,2697,5.61,5.57,3.6
2.05,"Ideal","J","VVS2",62.7,56,17214,8.18,8.11,5.11
1.01,"Good","D","SI2",63.8,61,3671,6.13,6.06,3.89
0.7,"Premium","G","VVS2",60.6,60,2999,5.77,5.69,3.47
1.01,"Very Good","F","VS1",59.4,58,6439,6.46,6.54,3.86
1.26,"Ideal","G","SI1",61.3,57,7230,6.94,6.99,4.27
1.12,"Ideal","G","VVS2",62,55,8773,6.67,6.69,4.14
0.5,"Very Good","F","VVS2",60.4,61,1778,5.12,5.14,3.1
0.4,"Ideal","F","VS1",62,56,890,4.73,4.75,2.94
1.09,"Very Good","F","IF",61.4,56,11631,6.62,6.68,4.08
0.85,"Very Good","D","VS2",61.8,56,4211,6.06,6.08,3.75
0.41,"Ideal","D","VS2",61.7,55,1177,4.8,4.76,2.95
1.18,"Good","G","SI1",64.2,62,4678,6.6,6.51,4.25
0.35,"Ideal","H","VVS2",59.2,56,906,4.65,4.6,2.74
0.4,"Good","D","SI1",63.6,57,720,4.67,4.7,2.98
0.31,"Ideal","F","VS2",62.6,57,802,4.33,4.29,2.7
0.41,"Premium","F","VS2",62.6,58,1107,4.81,4.75,2.99
0.31,"Ideal","E","VVS1",62.1,55,853,4.34,4.36,2.7
1.03,"Good","D","SI2",59.3,58,4671,6.57,6.61,3.91
0.41,"Ideal","F","VS1",61.8,56,1007,4.75,4.79,2.95
1,"Premium","E","SI2",61.4,61,4704,6.41,6.36,3.92
1,"Very Good","H","SI2",63,61,4015,6.31,6.35,3.99
0.3,"Ideal","G","VVS2",60.6,57,878,4.35,4.33,2.63
0.51,"Ideal","G","VVS2",62.4,56,1916,5.1,5.13,3.19
0.75,"Very Good","E","SI1",63.4,57,2698,5.77,5.75,3.65
0.31,"Good","I","VS1",63.9,55,586,4.3,4.28,2.74
1.03,"Ideal","H","SI1",61,55,4759,6.56,6.59,4.01
0.53,"Ideal","F","VS1",61.2,56,1830,5.22,5.24,3.2
0.43,"Very Good","F","VS2",61.1,57,905,4.86,4.9,2.98
0.31,"Ideal","H","VVS2",61.8,56,802,4.36,4.34,2.69
0.78,"Ideal","D","VS2",62.3,54,4183,5.87,5.91,3.67
2.04,"Premium","H","SI2",58,58,11820,8.45,8.36,4.88
1,"Good","F","SI1",63.6,58,4851,6.27,6.31,4
1,"Fair","G","VS2",63.7,55,5484,6.28,6.21,3.98
1.02,"Very Good","E","VS1",61,58,7503,6.46,6.52,3.96
1.11,"Ideal","D","VS1",61.9,54,9870,6.63,6.68,4.12
2.16,"Ideal","J","SI1",63,55,14691,8.2,8.24,5.18
1.04,"Premium","I","SI1",62.5,62,4252,6.45,6.39,4.01
0.3,"Premium","G","IF",61,62,956,4.34,4.32,2.64
0.9,"Very Good","E","VS1",62.3,56,5001,6.1,6.19,3.83
1.05,"Premium","E","IF",59,58,11838,6.66,6.7,3.94
0.3,"Ideal","G","VVS2",61.1,57,684,4.32,4.35,2.65
0.41,"Ideal","F","IF",61.4,56,1439,4.81,4.83,2.96
1.04,"Ideal","H","VS2",61.8,55,5994,6.51,6.52,4.03
1.54,"Ideal","G","VS2",61.2,56,13794,7.43,7.47,4.56
0.8,"Premium","G","SI2",61.8,58,2429,5.92,5.98,3.68
0.9,"Very Good","H","VS1",62.2,59,4324,6.14,6.18,3.83
0.24,"Premium","D","VVS2",59.5,62,668,4.06,4.04,2.41
0.62,"Good","J","SI1",59.9,65,1116,5.58,5.5,3.32
0.92,"Premium","G","SI2",62.3,59,3377,6.15,6.2,3.85
0.51,"Premium","F","VVS1",62.6,57,2341,5.1,5.06,3.18
1.36,"Ideal","F","VS1",61.4,57,11132,7.25,7.09,4.4
0.3,"Ideal","G","VS1",61.8,57,624,4.29,4.32,2.66
0.32,"Ideal","D","SI1",60.8,57,756,4.44,4.41,2.69
1.8,"Premium","I","SI1",61.9,60,11948,7.78,7.74,4.8
1.21,"Ideal","F","VS2",62.9,54,8557,6.82,6.78,4.28
1.7,"Premium","I","VS2",62.5,58,9996,7.52,7.45,4.68
2.01,"Premium","H","SI1",60,60,12271,8.16,8.13,4.89
0.72,"Ideal","H","VS2",62,56,2443,5.8,5.74,3.58
0.45,"Premium","G","VVS1",60.8,58,1263,4.92,4.98,3.01
0.33,"Very Good","E","SI1",63,54,579,4.38,4.42,2.77
0.51,"Ideal","H","IF",60.3,58,1899,5.15,5.17,3.11
0.31,"Ideal","F","IF",61.7,56,901,4.34,4.38,2.69
0.57,"Ideal","F","VS1",62.3,57,1961,5.29,5.32,3.3
0.59,"Very Good","F","SI1",63.4,54,2000,5.35,5.4,3.41
0.4,"Ideal","E","VVS1",62.6,56,1397,4.73,4.7,2.95
0.35,"Ideal","E","VVS1",62,56,1044,4.51,4.58,2.82
0.54,"Ideal","G","VS1",62.1,55.1,1745,5.2,5.23,3.23
1,"Premium","E","SI2",61.4,61,4704,6.41,6.36,3.92
1.01,"Very Good","I","VS2",60.9,59,5067,6.42,6.45,3.92
0.5,"Very Good","F","VVS2",61.9,59,2041,5.07,5.11,3.15
0.51,"Good","E","SI1",63.5,54,1343,5.07,5.1,3.23
0.42,"Ideal","D","SI1",61.7,56,1040,4.83,4.79,2.97
2.02,"Ideal","J","SI1",62.7,54.2,12884,8.03,8.08,5.05
1.07,"Fair","E","SI2",62.2,66,4496,6.57,6.48,4.06
1.14,"Ideal","I","SI1",60.8,58,5096,6.71,6.74,4.09
0.51,"Premium","G","VS1",60.2,57,1709,5.24,5.2,3.14
2.01,"Good","I","VS2",64.3,60,11954,7.91,7.86,5.07
0.3,"Ideal","G","VVS2",61.5,57,684,4.29,4.33,2.65
0.3,"Ideal","D","SI1",61.9,57,524,4.28,4.32,2.66
2,"Fair","H","VS2",65.2,56,12765,7.92,7.87,5.15
0.43,"Good","E","SI1",63.2,57,739,4.78,4.84,3.04
0.7,"Fair","E","SI1",65.1,56,2125,5.49,5.41,3.55
0.27,"Very Good","E","VS2",59.5,56,470,4.2,4.31,2.53
0.36,"Ideal","F","VVS2",61.5,55,828,4.59,4.62,2.83
1.02,"Ideal","I","VVS2",62.1,54,5767,6.47,6.51,4.03
1.27,"Ideal","J","SI2",61.2,55.7,4931,6.95,6.99,4.27
0.42,"Ideal","E","VS2",62.4,55,1024,4.83,4.79,3
0.58,"Premium","F","VS2",61.9,57,2036,5.47,5.36,3.35
1.01,"Ideal","E","SI2",62.8,57,4434,6.38,6.35,4
1.21,"Ideal","J","VS1",62.3,55,5421,6.86,6.81,4.26
0.54,"Very Good","E","SI2",61.9,58,1163,5.19,5.24,3.23
0.3,"Premium","I","VS1",61.9,59,527,4.31,4.24,2.65
0.55,"Ideal","G","VS1",60.9,55,1841,5.27,5.31,3.22
1.57,"Ideal","H","VS1",62.2,55,12810,7.44,7.49,4.64
1.15,"Ideal","G","VS1",61.9,56,7999,6.71,6.73,4.16
0.36,"Ideal","F","IF",61.4,56,1063,4.57,4.61,2.82
0.7,"Ideal","G","VS2",62.7,54,3172,5.65,5.7,3.65
0.9,"Very Good","F","SI1",59.8,54,4054,6.25,6.32,3.76
1,"Ideal","F","VS2",62,55,5844,6.43,6.48,4
1.23,"Good","G","SI1",63.1,56,6545,6.78,6.81,4.29
0.36,"Very Good","E","SI1",62.9,56,631,4.52,4.57,2.86
1.22,"Ideal","G","VVS2",60,58,11003,6.95,6.99,4.18
0.77,"Ideal","H","SI1",61.3,56,3089,5.87,5.91,3.61
0.61,"Ideal","G","SI1",62,54,1579,5.48,5.5,3.4
1.01,"Premium","D","SI1",58.1,61,5147,6.66,6.59,3.85
0.73,"Ideal","G","VS2",61.8,54,2839,5.8,5.82,3.59
0.9,"Premium","G","SI2",58.3,60,3377,6.39,6.33,3.71
0.52,"Ideal","D","VS2",62.3,56,1919,5.16,5.11,3.2
2.03,"Ideal","H","SI2",61.9,57,11379,8.14,8.1,5.03
0.47,"Ideal","E","VS1",61.2,56,1872,5.01,5.05,3.08
1.04,"Ideal","G","VS1",61.7,57,7294,6.47,6.53,4.01
0.38,"Premium","H","VS1",61.6,58,983,4.7,4.65,2.88
0.7,"Very Good","E","SI2",60.8,57,2324,5.66,5.72,3.46
0.37,"Premium","D","VS2",60.5,59,794,4.66,4.69,2.83
0.32,"Premium","H","SI1",61.9,58,576,4.38,4.34,2.7
1.01,"Good","D","SI1",58.5,64,5271,6.4,6.45,3.76
1,"Very Good","F","SI2",62.9,59,4081,6.3,6.39,3.99
2.13,"Premium","J","SI2",62.6,58,13148,8.21,8.18,5.13
1.7,"Very Good","J","VS2",63.2,58,7730,7.56,7.5,4.76
0.32,"Ideal","G","IF",61.2,57,954,4.4,4.43,2.7
0.9,"Very Good","J","VS1",62.4,58,3418,6.15,6.19,3.85
0.43,"Premium","H","VS2",61.9,55,1016,4.95,4.8,3.02
0.76,"Ideal","E","SI1",62.7,54,2858,5.88,5.83,3.67
0.35,"Ideal","G","VVS2",61.8,55,756,4.54,4.56,2.81
1.01,"Premium","D","SI1",61.8,58,6075,6.42,6.37,3.95
0.52,"Ideal","J","VS2",61.4,57,1151,5.17,5.21,3.19
0.7,"Very Good","H","VS1",60.1,61,2400,5.74,5.81,3.47
1.7,"Very Good","E","VS2",58.6,62,18176,7.84,7.92,4.62
1.5,"Very Good","H","VS1",63.4,56,10584,7.29,7.25,4.61
1,"Very Good","E","VVS1",62.7,54,10463,6.36,6.39,4
1.01,"Premium","D","SI1",61.8,60,5543,6.37,6.35,3.93
1.16,"Ideal","E","SI2",59.9,57,5093,6.82,6.8,4.08
0.32,"Premium","H","SI1",60.9,60,461,4.4,4.43,2.69
2.08,"Very Good","J","VS2",60.6,61,13732,8.24,8.34,5.02
1.52,"Ideal","E","SI2",61,56,8299,7.45,7.41,4.53
1.04,"Ideal","G","VVS1",62.5,55,8268,6.54,6.45,4.06
1.52,"Ideal","G","VVS1",62.4,55,15959,7.3,7.39,4.58
0.32,"Ideal","I","IF",61.4,57,655,4.39,4.44,2.71
1.04,"Ideal","H","SI2",62,57,3669,6.53,6.43,4.02
1.01,"Ideal","G","VVS2",62.4,59,7806,6.34,6.41,3.98
1,"Very Good","E","VS2",62.8,63,5720,6.28,6.33,3.96
0.41,"Ideal","E","VS1",60.4,55,1115,4.85,4.89,2.94
0.31,"Ideal","F","VS2",61.6,56,749,4.39,4.35,2.69
0.52,"Very Good","G","VS2",63.7,56,1446,5.08,5.13,3.25
0.77,"Ideal","F","VS2",61.8,56,3533,5.9,5.92,3.65
0.32,"Premium","F","VS2",59.7,62,773,4.43,4.38,2.63
0.32,"Premium","H","SI1",61.8,56,591,4.43,4.4,2.73
0.33,"Very Good","H","VS1",59,62,540,4.49,4.52,2.66
0.71,"Premium","H","SI1",62.3,61,2049,5.65,5.61,3.51
0.4,"Very Good","G","SI2",62.9,57,630,4.68,4.7,2.95
0.26,"Very Good","E","VS1",63,59,453,4.03,4.06,2.55
1.58,"Premium","I","VS2",59.4,61,8583,7.66,7.63,4.54
0.7,"Ideal","F","VS2",62.3,55,2622,5.71,5.65,3.54
0.32,"Ideal","E","SI2",61.6,56,427,4.4,4.43,2.72
1.21,"Good","G","VVS2",63.8,55,6559,6.74,6.65,4.28
0.56,"Ideal","F","VS2",62.1,57,1814,5.29,5.28,3.28
0.3,"Ideal","F","VVS1",62.1,54,814,4.32,4.35,2.69
1.05,"Premium","D","SI2",60.4,57,5057,6.6,6.55,3.97
0.71,"Fair","F","SI1",59.8,70,2458,5.89,5.72,3.48
0.34,"Ideal","G","VVS1",62.5,53,895,4.47,4.49,2.8
1.21,"Premium","I","SI1",61.6,58,5353,6.89,6.84,4.23
0.3,"Ideal","E","SI2",62,54,401,4.33,4.35,2.69
0.31,"Premium","G","VS1",61.8,59,802,4.35,4.32,2.68
1.01,"Ideal","I","VS1",62.8,57,3991,6.42,6.38,4.02
0.73,"Premium","F","SI1",60.6,59,2190,5.81,5.77,3.51
0.7,"Premium","G","SI1",61.6,61,2285,5.7,5.63,3.49
0.85,"Ideal","D","VVS1",62,56,7230,6.05,6.11,3.77
0.7,"Premium","E","SI2",62.1,57,2376,5.68,5.6,3.5
1.07,"Ideal","F","VS2",61,54,7564,6.59,6.62,4.03
0.9,"Fair","D","VS2",57.5,66,3931,6.3,6.25,3.61
1.01,"Premium","F","SI2",60.2,61,3563,6.49,6.43,3.89
1.5,"Good","G","SI1",64.2,58,10428,7.14,7.2,4.6
0.9,"Very Good","F","SI2",63.4,58,3556,6.08,6.01,3.83
1.18,"Premium","G","SI1",62.1,59,5458,6.75,6.71,4.18
0.43,"Good","F","SI1",63.6,53,948,4.83,4.79,3.06
1.06,"Ideal","G","SI2",62.1,58,4987,6.49,6.53,4.04
0.72,"Ideal","F","VS2",62.1,54,2989,5.76,5.8,3.59
0.51,"Ideal","D","SI2",61.1,56,1359,5.18,5.16,3.16
0.5,"Very Good","J","VS2",63.2,60,1059,5.06,5.01,3.18
1.01,"Premium","E","VVS2",61.8,59,9711,6.42,6.39,3.96
1.53,"Premium","G","SI1",61.7,59,9572,7.31,7.4,4.54
1.52,"Premium","H","SI1",61,58,9700,7.44,7.39,4.52
1.01,"Ideal","G","SI1",61.2,57,5387,6.44,6.5,3.96
0.34,"Ideal","H","VS2",61.5,54,537,4.5,4.54,2.78
0.4,"Ideal","E","VS2",62.4,55,912,4.71,4.74,2.95
0.3,"Ideal","E","VS2",62.1,56,658,4.25,4.31,2.66
0.34,"Very Good","F","VS2",62.5,57.5,730,4.4,4.45,2.77
0.9,"Very Good","F","VS2",62.7,62,4124,6.11,6.17,3.85
1.01,"Good","H","SI1",60.3,64,4242,6.49,6.52,3.92
1.08,"Ideal","H","VVS1",61.8,57,9041,6.55,6.59,4.06
0.5,"Ideal","G","VVS2",61.4,56,1867,5.13,5.17,3.16
0.91,"Good","I","SI1",64.2,59,2676,5.98,6.05,3.86
1,"Ideal","E","SI1",62.9,56,5935,6.33,6.38,4
0.57,"Ideal","E","VS2",61.6,56,1819,5.38,5.34,3.3
0.37,"Ideal","G","SI1",62,55,586,4.62,4.64,2.87
0.55,"Ideal","E","SI1",61.7,54,1675,5.26,5.27,3.25
0.31,"Good","F","SI1",63.1,57,516,4.28,4.31,2.71
0.9,"Very Good","I","SI1",63.2,56,3120,6.15,6.12,3.88
1.22,"Premium","D","SI2",61.8,58,5643,6.86,6.8,4.22
0.4,"Premium","F","VS1",61.9,59,982,4.67,4.7,2.9
0.41,"Premium","H","VS1",62.6,60,827,4.75,4.77,2.98
0.25,"Ideal","F","SI1",60.1,56,430,4.11,4.13,2.48
0.41,"Ideal","H","IF",62.1,56,1187,4.74,4.76,2.95
0.74,"Very Good","F","SI2",63.1,58,1909,5.76,5.72,3.62
1.51,"Premium","E","VS2",60.7,60,14844,7.46,7.37,4.5
0.51,"Ideal","H","VS2",61.6,55,1163,5.13,5.16,3.17
0.51,"Very Good","G","VS2",62.2,57,1438,5.1,5.15,3.19
1,"Good","E","SI2",57.7,65,3763,6.59,6.55,3.79
0.59,"Ideal","G","VS2",62.9,56,1622,5.35,5.33,3.36
0.54,"Ideal","J","VS1",61,56.1,1240,5.25,5.28,3.21
0.83,"Fair","G","SI2",64.4,57,2386,5.93,5.86,3.8
0.55,"Ideal","E","VS2",61.4,56,1792,5.32,5.26,3.25
1.53,"Very Good","H","SI2",60.6,63,6597,7.43,7.38,4.49
0.7,"Very Good","F","VS1",60.1,58,2959,5.73,5.79,3.46
0.54,"Ideal","G","VS1",62.3,55,1754,5.2,5.24,3.25
0.77,"Ideal","G","VS2",61.8,54,3300,5.91,5.94,3.66
1.09,"Ideal","J","VS2",62,54,4361,6.64,6.61,4.11
0.77,"Ideal","G","VS2",62.1,56,3544,5.84,5.88,3.64
0.56,"Premium","D","VS2",61.1,58,1963,5.3,5.34,3.25
1.16,"Premium","H","SI1",60.2,59,5480,6.84,6.77,4.1
0.5,"Fair","H","VS1",66.5,60,1155,4.93,4.85,3.25
0.81,"Ideal","I","SI1",61.3,56,3043,6.27,6.23,3.83
0.42,"Ideal","D","VS2",61.2,56,1031,4.8,4.84,2.95
0.51,"Ideal","G","VS1",62.7,56,1656,5.08,5.1,3.19
0.55,"Ideal","G","SI1",61.7,58,1417,5.27,5.29,3.26
1.05,"Ideal","I","VS2",60.3,57,5697,6.57,6.63,3.98
0.4,"Premium","D","SI2",62.4,58,666,4.69,4.73,2.94
0.37,"Ideal","F","VS2",61.4,56,746,4.59,4.63,2.83
0.42,"Ideal","G","VVS1",61.1,56,1179,4.82,4.87,2.96
0.91,"Fair","H","VVS1",56.5,67,4115,6.38,6.4,3.61
1.11,"Ideal","G","VS2",62,56,7472,6.62,6.65,4.12
0.31,"Ideal","F","VS2",61.6,55,802,4.37,4.36,2.69
0.72,"Very Good","F","SI2",60.4,59,2158,5.8,5.83,3.51
0.3,"Ideal","H","VVS2",62.5,55,581,4.29,4.32,2.69
0.5,"Very Good","I","SI1",63.4,62,1073,5,4.95,3.15
1.01,"Ideal","I","VS2",62.6,54,4239,6.4,6.45,4.02
0.28,"Premium","E","VVS1",61.1,60,828,4.21,4.17,2.56
0.81,"Premium","J","SI1",61.4,60,1917,5.98,5.94,3.66
0.32,"Ideal","D","VVS1",61.8,56,973,4.4,4.37,2.71
0.4,"Good","H","VVS2",59.1,61,823,4.79,4.82,2.84
2.02,"Very Good","J","SI1",59.8,59.9,12598,8.16,8.21,4.9
2.16,"Premium","J","SI1",60.5,59,14328,8.41,8.35,5.07
0.7,"Premium","E","VS1",62.9,60,2782,5.62,5.54,3.51
0.56,"Ideal","G","VS2",60.7,55,1662,5.32,5.35,3.24
0.51,"Ideal","G","SI2",61.5,55,1129,5.16,5.18,3.18
0.3,"Very Good","G","VS2",62.1,56,541,4.27,4.3,2.66
0.31,"Ideal","G","VVS2",62.2,55,565,4.32,4.36,2.7
0.32,"Premium","D","VS1",60.5,59,1030,4.49,4.45,2.7
0.4,"Premium","E","SI2",58.7,59,798,4.82,4.78,2.82
0.78,"Good","H","VS2",63.7,60,2440,5.77,5.73,3.66
0.71,"Very Good","H","SI1",60.7,60,2266,5.73,5.76,3.49
1.04,"Very Good","F","SI1",62.9,54,5525,6.46,6.49,4.07
0.33,"Ideal","H","VVS2",60.9,57,666,4.48,4.52,2.74
0.36,"Premium","E","VS1",60.4,58,852,4.64,4.67,2.81
0.3,"Very Good","G","VVS1",63.1,58,1013,4.31,4.28,2.71
0.54,"Ideal","F","VS2",62.3,56,1662,5.17,5.2,3.23
0.53,"Ideal","F","SI2",63,54,1279,5.24,5.19,3.29
1.51,"Ideal","J","VS2",61.1,57,8033,7.36,7.3,4.48
0.7,"Ideal","E","VS1",62.6,55,3167,5.66,5.69,3.55
0.56,"Ideal","D","VS2",62.7,57,1753,5.25,5.28,3.3
0.4,"Very Good","J","SI1",61.4,58,526,4.76,4.79,2.93
1.06,"Very Good","G","I1",60.7,63,2080,6.59,6.56,3.99
0.76,"Very Good","H","SI1",60.9,55,2838,5.92,5.94,3.61
1.03,"Premium","E","SI1",62.9,56,5710,6.49,6.39,4.05
0.31,"Very Good","G","VVS1",63.4,57,1046,4.36,4.32,2.75
0.72,"Ideal","F","VVS2",60.9,56,3780,5.83,5.77,3.53
0.7,"Ideal","E","VS2",61.4,57,2274,5.72,5.78,3.53
0.4,"Premium","D","SI2",63,59,798,4.69,4.64,2.94
1.5,"Good","I","SI1",62.9,60,8161,7.12,7.16,4.49
1.51,"Ideal","F","SI1",62.8,57,12545,7.28,7.33,4.59
1.02,"Ideal","I","SI2",62.8,58,4189,6.37,6.41,4.01
0.34,"Premium","G","VS2",60.3,59,596,4.49,4.53,2.72
0.59,"Ideal","J","VS2",60.8,57,1352,5.47,5.42,3.31
0.29,"Very Good","G","VVS2",61.6,56,541,4.24,4.28,2.63
0.4,"Ideal","F","VVS2",62.4,56,1088,4.72,4.74,2.95
0.33,"Ideal","D","VVS2",60.3,57,1062,4.52,4.47,2.71
0.7,"Premium","H","SI1",62,61,2176,6.65,5.69,3.46
1.2,"Premium","E","SI2",58.2,59,5268,6.98,6.9,4.04
0.39,"Very Good","I","VS1",63.1,58,921,4.68,4.61,2.93
2,"Premium","H","SI2",62.5,58,12940,8.14,8.03,5.05
0.72,"Premium","G","SI1",60.8,58,2318,5.8,5.74,3.51
1.22,"Premium","I","VS2",59.3,59,6156,7.01,6.96,4.14
1.22,"Very Good","D","SI2",62.2,58,5721,6.85,6.91,4.28
0.97,"Fair","I","I1",67.3,55,2357,6.08,6.02,4.07
1.51,"Ideal","G","VS2",62.1,55,13532,7.33,7.38,4.57
0.45,"Premium","F","SI2",61.5,61,936,4.95,4.9,3.03
1.32,"Premium","G","VS1",60.6,57,9979,7.14,7.09,4.31
1.01,"Very Good","J","SI1",62.2,57,4295,6.35,6.39,3.96
0.9,"Good","G","SI2",63.4,59,3303,6.04,6.08,3.84
1.1,"Premium","I","SI2",59.3,62,3271,6.75,6.7,3.99
1.12,"Very Good","G","SI1",61.1,59,5361,6.69,6.73,4.1
0.56,"Very Good","D","VVS1",62,56,2866,5.25,5.3,3.27
0.3,"Ideal","D","VVS2",62.4,54,814,4.3,4.32,2.69
0.24,"Very Good","F","VVS2",62.2,58,552,3.97,4.01,2.48
1.75,"Ideal","F","SI2",62.9,57,11113,7.71,7.59,4.81
0.93,"Ideal","G","SI1",62.2,58,4666,6.2,6.24,3.87
0.72,"Very Good","E","SI1",60,57,2479,5.8,5.84,3.49
0.51,"Good","E","VVS2",60.7,57.7,2523,5.17,5.19,3.14
0.34,"Ideal","F","VVS2",61.8,55,1003,4.46,4.51,2.77
0.27,"Very Good","G","VVS2",62,56,504,4.14,4.17,2.57
1.2,"Ideal","G","VVS2",61.2,56,10846,6.92,6.89,4.23
1.74,"Ideal","I","VS1",61.8,56,15189,7.69,7.73,4.77
0.42,"Ideal","F","VS1",60.9,57,1103,4.88,4.84,2.96
0.4,"Ideal","D","VS2",60.4,56,1050,4.77,4.73,2.87
0.36,"Ideal","H","VS2",62.1,55,568,4.57,4.58,2.84
1.23,"Very Good","G","VVS2",62.2,57,9999,6.8,6.87,4.25
1.06,"Very Good","E","SI2",61.7,62,4570,6.5,6.54,4.02
1.01,"Premium","G","VS2",61.2,57,5701,6.46,6.41,3.94
0.42,"Ideal","G","IF",62.7,56,1400,4.76,4.77,2.99
0.87,"Ideal","G","VS2",61.8,56,4899,6.11,6.13,3.78
1.51,"Very Good","G","VS2",58.7,63,12551,7.45,7.4,4.36
1.01,"Good","J","SI1",63.6,54,3699,6.44,6.36,4.07
1.01,"Very Good","J","SI1",62.2,57,4295,6.35,6.39,3.96
1.14,"Premium","G","SI2",60.4,59,4884,6.8,6.78,4.1
0.31,"Premium","D","SI1",61.2,60,732,4.41,4.35,2.68
1.08,"Ideal","H","SI2",60.4,57,4455,6.63,6.68,4.02
0.78,"Premium","E","VS1",60.9,57,3360,5.94,5.88,3.59
0.81,"Good","H","SI1",63,58,2534,5.79,5.87,3.67
0.64,"Very Good","H","SI2",64.2,58,1292,5.43,5.48,3.5
1.91,"Premium","I","SI1",63,59,13367,7.91,7.87,4.97
1.56,"Very Good","H","VVS2",63.3,58,12098,7.3,7.35,4.64
2.06,"Ideal","I","SI2",62.3,57,14428,8.2,8.12,5.09
1.01,"Premium","G","VS2",61.8,59,5946,6.45,6.4,3.97
0.39,"Ideal","F","VS1",61.7,56,913,4.68,4.72,2.9
0.3,"Ideal","G","IF",61.8,55,813,4.33,4.35,2.68
1.51,"Good","E","SI1",63.1,58,11460,7.23,7.28,4.58
0.3,"Ideal","F","VS2",60.3,57,568,4.34,4.39,2.63
